"Relative Time (Process)","DQN3 - _step","DQN3 - _step__MIN","DQN3 - _step__MAX","DQN3 - env_steps_inside_sim","DQN3 - env_steps_inside_sim__MIN","DQN3 - env_steps_inside_sim__MAX"
"31.596120524","547","547","547","84","84","84"
"31.630904273","553","553","553","85","85","85"
"31.664987601","559","559","559","86","86","86"
"31.699575244000002","565","565","565","87","87","87"
"33.181183355","575","575","575","88","88","88"
"33.21692934","581","581","581","89","89","89"
"33.254766101","587","587","587","90","90","90"
"33.290950975","593","593","593","91","91","91"
"33.328360373","599","599","599","92","92","92"
"33.365998826","605","605","605","93","93","93"
"33.401881276","611","611","611","94","94","94"
"33.435379632","617","617","617","95","95","95"
"33.469279257","623","623","623","96","96","96"
"33.502913001","629","629","629","97","97","97"
"33.536406646","635","635","635","98","98","98"
"33.571446526","641","641","641","99","99","99"
"33.607864912","647","647","647","100","100","100"
"36.625197439","663","663","663","101","101","101"
"36.662974111","669","669","669","102","102","102"
"36.700962475","675","675","675","103","103","103"
"36.73825767","681","681","681","104","104","104"
"36.780056993","687","687","687","105","105","105"
"36.82771323","693","693","693","106","106","106"
"36.868672074","699","699","699","107","107","107"
"36.913091484","705","705","705","108","108","108"
"36.952138599","711","711","711","109","109","109"
"38.591997447","720","720","720","110","110","110"
"38.634359279","726","726","726","111","111","111"
"38.676597992","732","732","732","112","112","112"
"38.718588669","738","738","738","113","113","113"
"38.76183742","744","744","744","114","114","114"
"38.810321728","750","750","750","115","115","115"
"38.854865206","756","756","756","116","116","116"
"38.899082053","762","762","762","117","117","117"
"38.943351316","768","768","768","118","118","118"
"38.986428971","774","774","774","119","119","119"
"39.029028323","780","780","780","120","120","120"
"40.615105242","789","789","789","121","121","121"
"40.656460962","795","795","795","122","122","122"
"40.703561116","801","801","801","123","123","123"
"40.750499733","807","807","807","124","124","124"
"40.799819914","813","813","813","125","125","125"
"40.843839837","819","819","819","126","126","126"
"40.884858725","825","825","825","127","127","127"
"40.922500069","831","831","831","128","128","128"
"40.960991383","837","837","837","129","129","129"
"41.001784655","843","843","843","130","130","130"
"41.042351664","849","849","849","131","131","131"
"41.088731991","855","855","855","132","132","132"
"44.319444255","871","871","871","133","133","133"
"44.357653664","877","877","877","134","134","134"
"44.395351665","883","883","883","135","135","135"
"44.435988751","889","889","889","136","136","136"
"44.479157598","895","895","895","137","137","137"
"44.527488022","901","901","901","138","138","138"
"44.572348501","907","907","907","139","139","139"
"44.611281248","913","913","913","140","140","140"
"44.651605374","919","919","919","141","141","141"
"44.691252807","925","925","925","142","142","142"
"46.717966405","934","934","934","143","143","143"
"46.757966115","940","940","940","144","144","144"
"46.797542395","946","946","946","145","145","145"
"46.837095461","952","952","952","146","146","146"
"46.87641307","958","958","958","147","147","147"
"46.922476248","964","964","964","148","148","148"
"46.962476924","970","970","970","149","149","149"
"47.002395899","976","976","976","150","150","150"
"47.041754342","982","982","982","151","151","151"
"47.079984955","988","988","988","152","152","152"
"47.119405673","994","994","994","153","153","153"
"47.162738942","1000","1000","1000","154","154","154"
"48.810694593","1009","1009","1009","155","155","155"
"48.850150952","1015","1015","1015","156","156","156"
"48.88870721","1021","1021","1021","157","157","157"
"48.928717425","1027","1027","1027","158","158","158"
"48.969920236","1033","1033","1033","159","159","159"
"49.013774701","1039","1039","1039","160","160","160"
"49.056176557","1045","1045","1045","161","161","161"
"49.098722123","1051","1051","1051","162","162","162"
"49.137893826","1057","1057","1057","163","163","163"
"49.177765134","1063","1063","1063","164","164","164"
"49.217344914","1069","1069","1069","165","165","165"
"49.254483599","1075","1075","1075","166","166","166"
"49.300009208","1081","1081","1081","167","167","167"
"52.498119624","1097","1097","1097","168","168","168"
"52.564980847","1103","1103","1103","169","169","169"
"52.620387281","1109","1109","1109","170","170","170"
"52.670208953","1115","1115","1115","171","171","171"
"52.719170758","1121","1121","1121","172","172","172"
"52.768877361","1127","1127","1127","173","173","173"
"52.817182163","1133","1133","1133","174","174","174"
"52.857367639","1139","1139","1139","175","175","175"
"52.898957001","1145","1145","1145","176","176","176"
"52.942531567","1151","1151","1151","177","177","177"
"52.985483331","1157","1157","1157","178","178","178"
"54.736800362","1167","1167","1167","179","179","179"
"54.770807596","1173","1173","1173","180","180","180"
"54.804714312","1179","1179","1179","181","181","181"
"54.838829267","1185","1185","1185","182","182","182"
"54.871189202","1191","1191","1191","183","183","183"
"54.908465241","1197","1197","1197","184","184","184"
"54.944674863","1203","1203","1203","185","185","185"
"54.979915818","1209","1209","1209","186","186","186"
"55.01398842","1215","1215","1215","187","187","187"
"55.050103928","1221","1221","1221","188","188","188"
"55.088283241","1227","1227","1227","189","189","189"
"55.12433578","1233","1233","1233","190","190","190"
"56.736830985","1243","1243","1243","191","191","191"
"56.773885888","1249","1249","1249","192","192","192"
"56.810009275","1255","1255","1255","193","193","193"
"56.842505912","1261","1261","1261","194","194","194"
"56.875067093","1267","1267","1267","195","195","195"
"56.911050518","1273","1273","1273","196","196","196"
"56.947363686","1279","1279","1279","197","197","197"
"56.997373327","1285","1285","1285","198","198","198"
"57.02971412","1291","1291","1291","199","199","199"
"57.063025109","1297","1297","1297","200","200","200"
"57.096733515","1303","1303","1303","201","201","201"
"57.131564109","1309","1309","1309","202","202","202"
"60.259164532","1325","1325","1325","203","203","203"
"60.298854369","1331","1331","1331","204","204","204"
"60.336744114","1337","1337","1337","205","205","205"
"60.373367911","1343","1343","1343","206","206","206"
"60.412512738","1349","1349","1349","207","207","207"
"60.455033515","1355","1355","1355","208","208","208"
"60.492433952","1361","1361","1361","209","209","209"
"60.532796562","1367","1367","1367","210","210","210"
"60.570625329","1373","1373","1373","211","211","211"
"60.607624516","1379","1379","1379","212","212","212"
"60.650175141","1385","1385","1385","213","213","213"
"62.263335381","1394","1394","1394","214","214","214"
"62.30205112","1400","1400","1400","215","215","215"
"62.341574227","1406","1406","1406","216","216","216"
"62.377727631","1412","1412","1412","217","217","217"
"62.414825537","1418","1418","1418","218","218","218"
"62.460868364","1424","1424","1424","219","219","219"
"62.498742559","1430","1430","1430","220","220","220"
"62.536255425","1436","1436","1436","221","221","221"
"62.575025258","1442","1442","1442","222","222","222"
"62.611700573","1448","1448","1448","223","223","223"
"62.649128376","1454","1454","1454","224","224","224"
"62.688968245","1460","1460","1460","225","225","225"
"64.35400734","1469","1469","1469","226","226","226"
"64.394901285","1475","1475","1475","227","227","227"
"64.433997896","1481","1481","1481","228","228","228"
"64.473555253","1487","1487","1487","229","229","229"
"64.516477062","1493","1493","1493","230","230","230"
"64.559324105","1499","1499","1499","231","231","231"
"64.599056154","1505","1505","1505","232","232","232"
"64.642804597","1511","1511","1511","233","233","233"
"64.682679353","1517","1517","1517","234","234","234"
"64.727271337","1523","1523","1523","235","235","235"
"64.768666836","1529","1529","1529","236","236","236"
"64.811151111","1535","1535","1535","237","237","237"
"68.001552513","1551","1551","1551","238","238","238"
"68.043720722","1557","1557","1557","239","239","239"
"68.083573842","1563","1563","1563","240","240","240"
"68.123275971","1569","1569","1569","241","241","241"
"68.168790308","1575","1575","1575","242","242","242"
"68.212595475","1581","1581","1581","243","243","243"
"68.25307212","1587","1587","1587","244","244","244"
"68.296248076","1593","1593","1593","245","245","245"
"68.338487255","1599","1599","1599","246","246","246"
"68.380549766","1605","1605","1605","247","247","247"
"68.42179314","1611","1611","1611","248","248","248"
"70.009305671","1620","1620","1620","249","249","249"
"70.048777642","1626","1626","1626","250","250","250"
"70.086594579","1632","1632","1632","251","251","251"
"70.130412508","1638","1638","1638","252","252","252"
"70.173054579","1644","1644","1644","253","253","253"
"70.216985811","1650","1650","1650","254","254","254"
"70.256804365","1656","1656","1656","255","255","255"
"70.297201592","1662","1662","1662","256","256","256"
"70.338199757","1668","1668","1668","257","257","257"
"70.382735407","1674","1674","1674","258","258","258"
"70.4243213","1680","1680","1680","259","259","259"
"70.469623622","1686","1686","1686","260","260","260"
"71.969907174","1695","1695","1695","261","261","261"
"72.009164053","1701","1701","1701","262","262","262"
"72.048929299","1707","1707","1707","263","263","263"
"72.088383634","1713","1713","1713","264","264","264"
"72.132276147","1719","1719","1719","265","265","265"
"72.17726136","1725","1725","1725","266","266","266"
"72.219037838","1731","1731","1731","267","267","267"
"72.259807468","1737","1737","1737","268","268","268"
"72.29966064","1743","1743","1743","269","269","269"
"72.347836207","1749","1749","1749","270","270","270"
"72.38801828","1755","1755","1755","271","271","271"
"75.303023475","1771","1771","1771","272","272","272"
"75.342064596","1777","1777","1777","273","273","273"
"75.380829276","1783","1783","1783","274","274","274"
"75.419119582","1789","1789","1789","275","275","275"
"75.459337157","1795","1795","1795","276","276","276"
"75.505872279","1801","1801","1801","277","277","277"
"75.545341741","1807","1807","1807","278","278","278"
"75.584143806","1813","1813","1813","279","279","279"
"75.623955744","1819","1819","1819","280","280","280"
"75.664938813","1825","1825","1825","281","281","281"
"75.708678849","1831","1831","1831","282","282","282"
"77.380644373","1840","1840","1840","283","283","283"
"77.419328573","1846","1846","1846","284","284","284"
"77.45875666","1852","1852","1852","285","285","285"
"77.498576433","1858","1858","1858","286","286","286"
"77.5409638","1864","1864","1864","287","287","287"
"77.582131269","1870","1870","1870","288","288","288"
"77.621292722","1876","1876","1876","289","289","289"
"77.662551809","1882","1882","1882","290","290","290"
"77.705369821","1888","1888","1888","291","291","291"
"77.747208789","1894","1894","1894","292","292","292"
"77.786397231","1900","1900","1900","293","293","293"
"77.829436858","1906","1906","1906","294","294","294"
"79.418107257","1915","1915","1915","295","295","295"
"79.457688802","1921","1921","1921","296","296","296"
"79.498451598","1927","1927","1927","297","297","297"
"79.539455951","1933","1933","1933","298","298","298"
"79.582308872","1939","1939","1939","299","299","299"
"79.624753752","1945","1945","1945","300","300","300"
"79.66504049","1951","1951","1951","301","301","301"
"79.704854836","1957","1957","1957","302","302","302"
"79.745837972","1963","1963","1963","303","303","303"
"79.785965877","1969","1969","1969","304","304","304"
"79.827239955","1975","1975","1975","305","305","305"
"82.9905729","1991","1991","1991","306","306","306"
"83.030380024","1997","1997","1997","307","307","307"
"83.069824137","2003","2003","2003","308","308","308"
"83.108109967","2009","2009","2009","309","309","309"
"83.154630793","2015","2015","2015","310","310","310"
"83.200431412","2021","2021","2021","311","311","311"
"83.243571688","2027","2027","2027","312","312","312"
"83.283600855","2033","2033","2033","313","313","313"
"83.324923642","2039","2039","2039","314","314","314"
"83.36400005","2045","2045","2045","315","315","315"
"83.404957148","2051","2051","2051","316","316","316"
"84.999689698","2060","2060","2060","317","317","317"
"85.040238227","2066","2066","2066","318","318","318"
"85.080238754","2072","2072","2072","319","319","319"
"85.119043438","2078","2078","2078","320","320","320"
"85.16199797","2084","2084","2084","321","321","321"
"85.205663584","2090","2090","2090","322","322","322"
"85.244928299","2096","2096","2096","323","323","323"
"85.285904001","2102","2102","2102","324","324","324"
"85.327982734","2108","2108","2108","325","325","325"
"85.369625935","2114","2114","2114","326","326","326"
"85.414681802","2120","2120","2120","327","327","327"
"85.453617814","2126","2126","2126","328","328","328"
"87.028108711","2135","2135","2135","329","329","329"
"87.066465227","2141","2141","2141","330","330","330"
"87.104977558","2147","2147","2147","331","331","331"
"87.143271461","2153","2153","2153","332","332","332"
"87.190704963","2159","2159","2159","333","333","333"
"87.230243241","2165","2165","2165","334","334","334"
"87.269004315","2171","2171","2171","335","335","335"
"87.307665021","2177","2177","2177","336","336","336"
"87.347762469","2183","2183","2183","337","337","337"
"87.388800963","2189","2189","2189","338","338","338"
"87.430663118","2195","2195","2195","339","339","339"
"87.469357987","2201","2201","2201","340","340","340"
"87.512029798","2207","2207","2207","341","341","341"
"90.677930498","2223","2223","2223","342","342","342"
"90.714169971","2229","2229","2229","343","343","343"
"90.751239058","2235","2235","2235","344","344","344"
"90.784751451","2241","2241","2241","345","345","345"
"90.818283297","2247","2247","2247","346","346","346"
"90.853319547","2253","2253","2253","347","347","347"
"90.888525729","2259","2259","2259","348","348","348"
"90.920686926","2265","2265","2265","349","349","349"
"90.953924234","2271","2271","2271","350","350","350"
"90.988892521","2277","2277","2277","351","351","351"
"91.024359251","2283","2283","2283","352","352","352"
"92.509184307","2292","2292","2292","353","353","353"
"92.54420767","2298","2298","2298","354","354","354"
"92.577788663","2304","2304","2304","355","355","355"
"92.610228627","2310","2310","2310","356","356","356"
"92.642656802","2316","2316","2316","357","357","357"
"92.676080779","2322","2322","2322","358","358","358"
"92.709940674","2328","2328","2328","359","359","359"
"92.743376059","2334","2334","2334","360","360","360"
"92.782133065","2340","2340","2340","361","361","361"
"92.816935159","2346","2346","2346","362","362","362"
"92.851454228","2352","2352","2352","363","363","363"
"92.885013321","2358","2358","2358","364","364","364"
"94.45400683","2367","2367","2367","365","365","365"
"94.497055021","2373","2373","2373","366","366","366"
"94.535905237","2379","2379","2379","367","367","367"
"94.574281676","2385","2385","2385","368","368","368"
"94.616867098","2391","2391","2391","369","369","369"
"94.661722181","2397","2397","2397","370","370","370"
"94.699276712","2403","2403","2403","371","371","371"
"94.741907269","2409","2409","2409","372","372","372"
"94.780291328","2415","2415","2415","373","373","373"
"94.822365329","2421","2421","2421","374","374","374"
"94.859816256","2427","2427","2427","375","375","375"
"94.89901409","2433","2433","2433","376","376","376"
"98.086152541","2449","2449","2449","377","377","377"
"98.127700625","2455","2455","2455","378","378","378"
"98.168227862","2461","2461","2461","379","379","379"
"98.207394361","2467","2467","2467","380","380","380"
"98.251566882","2473","2473","2473","381","381","381"
"98.298809891","2479","2479","2479","382","382","382"
"98.340350023","2485","2485","2485","383","383","383"
"98.385664617","2491","2491","2491","384","384","384"
"98.429012621","2497","2497","2497","385","385","385"
"98.484047131","2503","2503","2503","386","386","386"
"98.530238214","2509","2509","2509","387","387","387"
"100.267510331","2518","2518","2518","388","388","388"
"100.306643955","2524","2524","2524","389","389","389"
"100.344605638","2530","2530","2530","390","390","390"
"100.383364983","2536","2536","2536","391","391","391"
"100.426668993","2542","2542","2542","392","392","392"
"100.465424822","2548","2548","2548","393","393","393"
"100.507292627","2554","2554","2554","394","394","394"
"100.545466926","2560","2560","2560","395","395","395"
"100.584420723","2566","2566","2566","396","396","396"
"100.625207987","2572","2572","2572","397","397","397"
"100.666762822","2578","2578","2578","398","398","398"
"100.708266481","2584","2584","2584","399","399","399"
"102.309244043","2593","2593","2593","400","400","400"
"102.34785612","2599","2599","2599","401","401","401"
"102.386508199","2605","2605","2605","402","402","402"
"102.427703985","2611","2611","2611","403","403","403"
"102.470478919","2617","2617","2617","404","404","404"
"102.512166675","2623","2623","2623","405","405","405"
"102.551029767","2629","2629","2629","406","406","406"
"102.593398713","2635","2635","2635","407","407","407"
"102.630758398","2641","2641","2641","408","408","408"
"102.669237993","2647","2647","2647","409","409","409"
"102.70812446","2653","2653","2653","410","410","410"
"102.747770402","2659","2659","2659","411","411","411"
"105.840745644","2675","2675","2675","412","412","412"
"105.877936379","2681","2681","2681","413","413","413"
"105.916113019","2687","2687","2687","414","414","414"
"105.958022082","2693","2693","2693","415","415","415"
"106.044680988","2699","2699","2699","416","416","416"
"106.124174469","2705","2705","2705","417","417","417"
"106.186369593","2711","2711","2711","418","418","418"
"106.247803853","2717","2717","2717","419","419","419"
"106.307256836","2723","2723","2723","420","420","420"
"106.354043659","2729","2729","2729","421","421","421"
"106.407698642","2735","2735","2735","422","422","422"
"108.017365691","2744","2744","2744","423","423","423"
"108.052856127","2750","2750","2750","424","424","424"
"108.092480206","2756","2756","2756","425","425","425"
"108.133348805","2762","2762","2762","426","426","426"
"108.180479609","2768","2768","2768","427","427","427"
"108.216287017","2774","2774","2774","428","428","428"
"108.255034679","2780","2780","2780","429","429","429"
"108.29314842","2786","2786","2786","430","430","430"
"108.328736246","2792","2792","2792","431","431","431"
"108.367814063","2798","2798","2798","432","432","432"
"108.409153643","2804","2804","2804","433","433","433"
"108.446279181","2810","2810","2810","434","434","434"
"110.080615953","2819","2819","2819","435","435","435"
"110.116640266","2825","2825","2825","436","436","436"
"110.1520883","2831","2831","2831","437","437","437"
"110.189515648","2837","2837","2837","438","438","438"
"110.226624452","2843","2843","2843","439","439","439"
"110.262397838","2849","2849","2849","440","440","440"
"110.306328226","2855","2855","2855","441","441","441"
"110.345071583","2861","2861","2861","442","442","442"
"110.385031455","2867","2867","2867","443","443","443"
"110.426956371","2873","2873","2873","444","444","444"
"110.469150754","2879","2879","2879","445","445","445"
"110.511209483","2885","2885","2885","446","446","446"
"113.79273045","2901","2901","2901","447","447","447"
"113.83051589","2907","2907","2907","448","448","448"
"113.873413088","2913","2913","2913","449","449","449"
"113.915631446","2919","2919","2919","450","450","450"
"113.963090371","2925","2925","2925","451","451","451"
"114.005489929","2931","2931","2931","452","452","452"
"114.040261518","2937","2937","2937","453","453","453"
"114.073566371","2943","2943","2943","454","454","454"
"114.107448948","2949","2949","2949","455","455","455"
"114.14574131","2955","2955","2955","456","456","456"
"115.871821124","2964","2964","2964","457","457","457"
"115.905704154","2970","2970","2970","458","458","458"
"115.940244608","2976","2976","2976","459","459","459"
"115.975639287","2982","2982","2982","460","460","460"
"116.048658165","2988","2988","2988","461","461","461"
"116.111650479","2994","2994","2994","462","462","462"
"116.14606109","3000","3000","3000","463","463","463"
"116.182820732","3006","3006","3006","464","464","464"
"116.222571303","3012","3012","3012","465","465","465"
"116.295051851","3018","3018","3018","466","466","466"
"116.347812411","3024","3024","3024","467","467","467"
"116.382583937","3030","3030","3030","468","468","468"
"116.419153771","3036","3036","3036","469","469","469"
"118.151598703","3045","3045","3045","470","470","470"
"118.186393103","3051","3051","3051","471","471","471"
"118.22066398","3057","3057","3057","472","472","472"
"118.256218976","3063","3063","3063","473","473","473"
"118.292203692","3069","3069","3069","474","474","474"
"118.368923709","3075","3075","3075","475","475","475"
"118.428521809","3081","3081","3081","476","476","476"
"118.466101962","3087","3087","3087","477","477","477"
"118.504569996","3093","3093","3093","478","478","478"
"118.539032918","3099","3099","3099","479","479","479"
"118.576205176","3105","3105","3105","480","480","480"
"118.617728893","3111","3111","3111","481","481","481"
"121.930971777","3127","3127","3127","482","482","482"
"121.94903459","3133","3133","3133","483","483","483"
"122.01878215","3139","3139","3139","484","484","484"
"122.086083325","3145","3145","3145","485","485","485"
"122.143700426","3151","3151","3151","486","486","486"
"122.203347654","3157","3157","3157","487","487","487"
"122.239241923","3163","3163","3163","488","488","488"
"122.273464291","3169","3169","3169","489","489","489"
"122.3091301","3175","3175","3175","490","490","490"
"122.343094125","3181","3181","3181","491","491","491"
"122.382038373","3187","3187","3187","492","492","492"
"124.033347264","3196","3196","3196","493","493","493"
"124.066411253","3202","3202","3202","494","494","494"
"124.098135719","3208","3208","3208","495","495","495"
"124.130669136","3214","3214","3214","496","496","496"
"124.163266061","3220","3220","3220","497","497","497"
"124.197328405","3226","3226","3226","498","498","498"
"124.230223694","3232","3232","3232","499","499","499"
"124.26889638","3238","3238","3238","500","500","500"
"124.310690655","3244","3244","3244","501","501","501"
"124.343770524","3250","3250","3250","502","502","502"
"124.378630838","3256","3256","3256","503","503","503"
"124.411903275","3262","3262","3262","504","504","504"
"126.011759985","3271","3271","3271","505","505","505"
"126.044555786","3277","3277","3277","506","506","506"
"126.082005521","3283","3283","3283","507","507","507"
"126.128816919","3289","3289","3289","508","508","508"
"126.177549738","3295","3295","3295","509","509","509"
"126.213120463","3301","3301","3301","510","510","510"
"126.245708018","3307","3307","3307","511","511","511"
"126.283564052","3313","3313","3313","512","512","512"
"126.319793837","3319","3319","3319","513","513","513"
"126.372313535","3325","3325","3325","514","514","514"
"126.417917752","3331","3331","3331","515","515","515"
"126.453203964","3337","3337","3337","516","516","516"
"129.945720632","3353","3353","3353","517","517","517"
"129.984409317","3359","3359","3359","518","518","518"
"130.018820033","3365","3365","3365","519","519","519"
"130.054888921","3371","3371","3371","520","520","520"
"130.092921084","3377","3377","3377","521","521","521"
"130.12981482","3383","3383","3383","522","522","522"
"130.16596113","3389","3389","3389","523","523","523"
"130.200615948","3395","3395","3395","524","524","524"
"130.23614697","3401","3401","3401","525","525","525"
"130.271039007","3407","3407","3407","526","526","526"
"130.347479673","3413","3413","3413","527","527","527"
"132.146559123","3422","3422","3422","528","528","528"
"132.231852431","3428","3428","3428","529","529","529"
"132.270650023","3434","3434","3434","530","530","530"
"132.30403335","3440","3440","3440","531","531","531"
"132.337686207","3446","3446","3446","532","532","532"
"132.372797677","3452","3452","3452","533","533","533"
"132.408032643","3458","3458","3458","534","534","534"
"132.44133176","3464","3464","3464","535","535","535"
"132.475333034","3470","3470","3470","536","536","536"
"132.50972863","3476","3476","3476","537","537","537"
"132.596980113","3482","3482","3482","538","538","538"
"132.672585283","3488","3488","3488","539","539","539"
"134.484945147","3497","3497","3497","540","540","540"
"134.519623759","3503","3503","3503","541","541","541"
"134.555278393","3509","3509","3509","542","542","542"
"134.589803484","3515","3515","3515","543","543","543"
"134.630967141","3521","3521","3521","544","544","544"
"134.665282006","3527","3527","3527","545","545","545"
"134.699626976","3533","3533","3533","546","546","546"
"134.735050546","3539","3539","3539","547","547","547"
"134.770657042","3545","3545","3545","548","548","548"
"134.805197074","3551","3551","3551","549","549","549"
"134.839605457","3557","3557","3557","550","550","550"
"134.87489665","3563","3563","3563","551","551","551"
"138.309143475","3579","3579","3579","552","552","552"
"138.34608138","3585","3585","3585","553","553","553"
"138.387820235","3591","3591","3591","554","554","554"
"138.43414279","3597","3597","3597","555","555","555"
"138.476550295","3603","3603","3603","556","556","556"
"138.515989527","3609","3609","3609","557","557","557"
"138.557081256","3615","3615","3615","558","558","558"
"138.597184737","3621","3621","3621","559","559","559"
"138.640991158","3627","3627","3627","560","560","560"
"138.683549465","3633","3633","3633","561","561","561"
"138.735928264","3639","3639","3639","562","562","562"
"140.38364143","3648","3648","3648","563","563","563"
"140.423963067","3654","3654","3654","564","564","564"
"140.469885659","3660","3660","3660","565","565","565"
"140.514049652","3666","3666","3666","566","566","566"
"140.556058359","3672","3672","3672","567","567","567"
"140.593961511","3678","3678","3678","568","568","568"
"140.634050979","3684","3684","3684","569","569","569"
"140.675413037","3690","3690","3690","570","570","570"
"140.718994782","3696","3696","3696","571","571","571"
"140.776574047","3702","3702","3702","572","572","572"
"140.830137872","3708","3708","3708","573","573","573"
"140.880542397","3714","3714","3714","574","574","574"
"142.578022859","3723","3723","3723","575","575","575"
"142.613051662","3729","3729","3729","576","576","576"
"142.648253643","3735","3735","3735","577","577","577"
"142.685417222","3741","3741","3741","578","578","578"
"142.719276264","3747","3747","3747","579","579","579"
"142.751829749","3753","3753","3753","580","580","580"
"142.784306806","3759","3759","3759","581","581","581"
"142.816866494","3765","3765","3765","582","582","582"
"142.848479972","3771","3771","3771","583","583","583"
"142.88664815","3777","3777","3777","584","584","584"
"142.922449572","3783","3783","3783","585","585","585"
"142.956320868","3789","3789","3789","586","586","586"
"145.9799692","3805","3805","3805","587","587","587"
"146.014954495","3811","3811","3811","588","588","588"
"146.050345386","3817","3817","3817","589","589","589"
"146.085307855","3823","3823","3823","590","590","590"
"146.1225721","3829","3829","3829","591","591","591"
"146.159462106","3835","3835","3835","592","592","592"
"146.196376263","3841","3841","3841","593","593","593"
"146.231142174","3847","3847","3847","594","594","594"
"146.264642335","3853","3853","3853","595","595","595"
"146.299508634","3859","3859","3859","596","596","596"
"146.343645587","3865","3865","3865","597","597","597"
"147.980020955","3874","3874","3874","598","598","598"
"148.071389338","3880","3880","3880","599","599","599"
"148.152579028","3886","3886","3886","600","600","600"
"148.234766524","3892","3892","3892","601","601","601"
"148.274645325","3898","3898","3898","602","602","602"
"148.311966304","3904","3904","3904","603","603","603"
"148.352150933","3910","3910","3910","604","604","604"
"148.389775418","3916","3916","3916","605","605","605"
"148.431029617","3922","3922","3922","606","606","606"
"148.472416662","3928","3928","3928","607","607","607"
"148.514237091","3934","3934","3934","608","608","608"
"148.551292902","3940","3940","3940","609","609","609"
"150.29039603","3949","3949","3949","610","610","610"
"150.326555465","3955","3955","3955","611","611","611"
"150.363142346","3961","3961","3961","612","612","612"
"150.40672842","3967","3967","3967","613","613","613"
"150.446656547","3973","3973","3973","614","614","614"
"150.485211165","3979","3979","3979","615","615","615"
"150.524452342","3985","3985","3985","616","616","616"
"150.563925815","3991","3991","3991","617","617","617"
"150.60302552","3997","3997","3997","618","618","618"
"150.639822191","4003","4003","4003","619","619","619"
